"","airport","airport_name","carrier_name","arr_delay","arr_flights","avg_delay"
"1120","LAW","Lawton/Fort Sill, OK: Lawton-Fort Sill Regional","SkyWest Airlines Inc.",13527,851,15.8954171562867
"1121","LAX","Los Angeles, CA: Los Angeles International","Alaska Airlines Network",115051,9396,12.2446785866326
"1122","LAX","Los Angeles, CA: Los Angeles International","Allegiant Air",35837,1325,27.0467924528302
"1123","LAX","Los Angeles, CA: Los Angeles International","American Airlines Network",523960,29307,17.8783225850479
"1124","LAX","Los Angeles, CA: Los Angeles International","Delta Air Lines Network",477985,37028,12.908744733715
"1125","LAX","Los Angeles, CA: Los Angeles International","Hawaiian Airlines Network",31666,2216,14.2897111913357
"1126","LAX","Los Angeles, CA: Los Angeles International","Horizon Air",9921,1243,7.98149637972647
"1127","LAX","Los Angeles, CA: Los Angeles International","JetBlue Airways",275457,12119,22.7293506064857
"1128","LAX","Los Angeles, CA: Los Angeles International","SkyWest Airlines Inc.",309113,35482,8.71182571444676
"1129","LAX","Los Angeles, CA: Los Angeles International","Southwest Airlines",340174,29205,11.6478000342407
"1130","LAX","Los Angeles, CA: Los Angeles International","Spirit Airlines",244195,12704,19.2218986146096
"1131","LAX","Los Angeles, CA: Los Angeles International","United Air Lines Network",337827,25592,13.2004923413567
"1132","LBB","Lubbock, TX: Lubbock Preston Smith International","American Airlines Network",28831,760,37.9355263157895
"1133","LBB","Lubbock, TX: Lubbock Preston Smith International","CommuteAir LLC dba CommuteAir",18279,1059,17.2606232294618
"1134","LBB","Lubbock, TX: Lubbock Preston Smith International","Envoy Air",10614,1216,8.72861842105263
"1135","LBB","Lubbock, TX: Lubbock Preston Smith International","Mesa Airlines Inc.",2072,184,11.2608695652174
"1136","LBB","Lubbock, TX: Lubbock Preston Smith International","SkyWest Airlines Inc.",11893,972,12.2355967078189
"1137","LBB","Lubbock, TX: Lubbock Preston Smith International","Southwest Airlines",29907,2788,10.7270444763271
"1138","LBE","Latrobe, PA: Arnold Palmer Regional","Spirit Airlines",8082,557,14.5098743267504
"1139","LBF","North Platte, NE: North Platte Regional Airport Lee Bird Field","SkyWest Airlines Inc.",11407,684,16.6769005847953
"1140","LBL","Liberal, KS: Liberal Mid-America Regional","SkyWest Airlines Inc.",5853,622,9.40996784565916
"1141","LCH","Lake Charles, LA: Lake Charles Regional","CommuteAir LLC dba CommuteAir",10230,851,12.021151586369
"1142","LCH","Lake Charles, LA: Lake Charles Regional","Envoy Air",1189,128,9.2890625
"1143","LCH","Lake Charles, LA: Lake Charles Regional","SkyWest Airlines Inc.",11636,940,12.3787234042553
"1144","LCK","Columbus, OH: Rickenbacker International","Allegiant Air",16760,980,17.1020408163265
"1145","LEX","Lexington, KY: Blue Grass","Air Wisconsin Airlines Corp",12200,587,20.7836456558773
"1146","LEX","Lexington, KY: Blue Grass","Allegiant Air",13069,746,17.5187667560322
"1147","LEX","Lexington, KY: Blue Grass","American Airlines Network",19436,572,33.979020979021
"1148","LEX","Lexington, KY: Blue Grass","Delta Air Lines Network",10698,1661,6.44069837447321
"1149","LEX","Lexington, KY: Blue Grass","Endeavor Air Inc.",8153,706,11.5481586402266
"1150","LEX","Lexington, KY: Blue Grass","Envoy Air",6277,748,8.39171122994652
"1151","LEX","Lexington, KY: Blue Grass","GoJet Airlines LLC d/b/a United Express",1198,93,12.8817204301075
"1152","LEX","Lexington, KY: Blue Grass","PSA Airlines Inc.",16548,1702,9.72267920094007
"1153","LEX","Lexington, KY: Blue Grass","Piedmont Airlines",1507,247,6.10121457489879
"1154","LEX","Lexington, KY: Blue Grass","Republic Airline",2829,558,5.06989247311828
"1155","LEX","Lexington, KY: Blue Grass","SkyWest Airlines Inc.",13231,1230,10.7569105691057
"1156","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field","CommuteAir LLC dba CommuteAir",10588,932,11.3605150214592
"1157","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field","Endeavor Air Inc.",3074,427,7.19906323185012
"1158","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field","Envoy Air",5426,679,7.99116347569956
"1159","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field","Mesa Airlines Inc.",19455,517,37.6305609284333
"1160","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field","PSA Airlines Inc.",5272,489,10.7811860940695
"1161","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field","SkyWest Airlines Inc.",19084,1336,14.2844311377246
"1162","LGA","New York, NY: LaGuardia","American Airlines Network",375433,18639,20.1423359622297
"1163","LGA","New York, NY: LaGuardia","Delta Air Lines Network",369356,25783,14.3255633556995
"1164","LGA","New York, NY: LaGuardia","Endeavor Air Inc.",405147,33096,12.2415699782451
"1165","LGA","New York, NY: LaGuardia","Frontier Airlines",27274,1287,21.1919191919192
"1166","LGA","New York, NY: LaGuardia","GoJet Airlines LLC d/b/a United Express",1831,135,13.562962962963
"1167","LGA","New York, NY: LaGuardia","JetBlue Airways",344833,15889,21.7026244571716
"1168","LGA","New York, NY: LaGuardia","Mesa Airlines Inc.",64827,3209,20.2016204425055
"1169","LGA","New York, NY: LaGuardia","Republic Airline",411062,42286,9.72099512841129
"1170","LGA","New York, NY: LaGuardia","SkyWest Airlines Inc.",20018,1504,13.3098404255319
"1171","LGA","New York, NY: LaGuardia","Southwest Airlines",144925,12384,11.702600129199
"1172","LGA","New York, NY: LaGuardia","Spirit Airlines",93485,5760,16.2300347222222
"1173","LGA","New York, NY: LaGuardia","United Air Lines Network",96996,7094,13.6729630673809
"1174","LGB","Long Beach, CA: Long Beach Airport","Delta Air Lines Network",204,55,3.70909090909091
"1175","LGB","Long Beach, CA: Long Beach Airport","Hawaiian Airlines Network",7435,689,10.7910014513788
"1176","LGB","Long Beach, CA: Long Beach Airport","Mesa Airlines Inc.",2950,173,17.0520231213873
"1177","LGB","Long Beach, CA: Long Beach Airport","SkyWest Airlines Inc.",4647,1036,4.48552123552124
"1178","LGB","Long Beach, CA: Long Beach Airport","Southwest Airlines",120447,14723,8.18087346328873
"1179","LIH","Lihue, HI: Lihue Airport","Alaska Airlines Network",10912,1051,10.3824928639391
"1180","LIH","Lihue, HI: Lihue Airport","American Airlines Network",7920,750,10.56
"1181","LIH","Lihue, HI: Lihue Airport","Delta Air Lines Network",5044,676,7.46153846153846
"1182","LIH","Lihue, HI: Lihue Airport","Hawaiian Airlines Network",68870,8529,8.07480361120882
"1183","LIH","Lihue, HI: Lihue Airport","Southwest Airlines",29760,3847,7.73589810241747
"1184","LIH","Lihue, HI: Lihue Airport","United Air Lines Network",13015,1293,10.0657385924207
"1185","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field","Air Wisconsin Airlines Corp",3698,273,13.5457875457875
"1186","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field","Allegiant Air",2058,132,15.5909090909091
"1187","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field","American Airlines Network",10945,741,14.7705802968961
"1188","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field","CommuteAir LLC dba CommuteAir",14708,1004,14.6494023904382
"1189","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field","Delta Air Lines Network",19829,1926,10.2954309449637
"1190","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field","Endeavor Air Inc.",3013,198,15.2171717171717
"1191","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field","Envoy Air",41311,3225,12.8096124031008
"1192","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field","Frontier Airlines",2944,196,15.0204081632653
"1193","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field","GoJet Airlines LLC d/b/a United Express",1958,230,8.51304347826087
"1194","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field","Mesa Airlines Inc.",13115,472,27.7860169491525
"1195","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field","PSA Airlines Inc.",7110,496,14.3346774193548
"1196","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field","Republic Airline",5292,468,11.3076923076923
"1197","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field","SkyWest Airlines Inc.",25110,1726,14.5480880648899
"1198","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field","Southwest Airlines",32921,2560,12.859765625
"1199","LNK","Lincoln, NE: Lincoln Airport","Air Wisconsin Airlines Corp",3485,234,14.8931623931624
"1200","LNK","Lincoln, NE: Lincoln Airport","CommuteAir LLC dba CommuteAir",33010,1451,22.749827705031
"1201","LNK","Lincoln, NE: Lincoln Airport","SkyWest Airlines Inc.",11515,867,13.2814302191465
"1202","LRD","Laredo, TX: Laredo International","Allegiant Air",1243,107,11.6168224299065
"1203","LRD","Laredo, TX: Laredo International","CommuteAir LLC dba CommuteAir",10032,912,11
"1204","LRD","Laredo, TX: Laredo International","Envoy Air",4430,675,6.56296296296296
"1205","LRD","Laredo, TX: Laredo International","SkyWest Airlines Inc.",5962,541,11.0203327171904
"1206","LSE","La Crosse, WI: La Crosse Regional","Air Wisconsin Airlines Corp",10797,568,19.0088028169014
"1207","LSE","La Crosse, WI: La Crosse Regional","Endeavor Air Inc.",330,155,2.12903225806452
"1208","LSE","La Crosse, WI: La Crosse Regional","Envoy Air",917,182,5.03846153846154
"1209","LSE","La Crosse, WI: La Crosse Regional","SkyWest Airlines Inc.",4514,93,48.5376344086022
"1210","LWS","Lewiston, ID: Lewiston Nez Perce County","SkyWest Airlines Inc.",7758,815,9.51901840490797
"1211","LYH","Lynchburg, VA: Lynchburg Regional/Preston Glenn Field","Piedmont Airlines",14073,1694,8.30755608028335
"1212","MAF","Midland/Odessa, TX: Midland International Air and Space Port","American Airlines Network",0,1,0
"1213","MAF","Midland/Odessa, TX: Midland International Air and Space Port","CommuteAir LLC dba CommuteAir",5611,352,15.9403409090909
"1214","MAF","Midland/Odessa, TX: Midland International Air and Space Port","Envoy Air",17551,2409,7.28559568285596
"1215","MAF","Midland/Odessa, TX: Midland International Air and Space Port","Mesa Airlines Inc.",24434,1355,18.0324723247232
"1216","MAF","Midland/Odessa, TX: Midland International Air and Space Port","SkyWest Airlines Inc.",13778,1165,11.8266094420601
"1217","MAF","Midland/Odessa, TX: Midland International Air and Space Port","Southwest Airlines",38339,3869,9.90927888343241
"1218","MAF","Midland/Odessa, TX: Midland International Air and Space Port","United Air Lines Network",6354,462,13.7532467532468
"1219","MBS","Saginaw/Bay City/Midland, MI: MBS International","Air Wisconsin Airlines Corp",3558,277,12.8447653429603
"1220","MBS","Saginaw/Bay City/Midland, MI: MBS International","Endeavor Air Inc.",3209,477,6.72746331236897
"1221","MBS","Saginaw/Bay City/Midland, MI: MBS International","GoJet Airlines LLC d/b/a United Express",1972,64,30.8125
"1222","MBS","Saginaw/Bay City/Midland, MI: MBS International","SkyWest Airlines Inc.",15440,1130,13.6637168141593
"1223","MCI","Kansas City, MO: Kansas City International","Air Wisconsin Airlines Corp",1504,147,10.2312925170068
"1224","MCI","Kansas City, MO: Kansas City International","Alaska Airlines Network",6229,759,8.2068511198946
"1225","MCI","Kansas City, MO: Kansas City International","Allegiant Air",2254,192,11.7395833333333
"1226","MCI","Kansas City, MO: Kansas City International","American Airlines Network",94811,5228,18.135233358837
"1227","MCI","Kansas City, MO: Kansas City International","Delta Air Lines Network",80779,7145,11.3056682995101
"1228","MCI","Kansas City, MO: Kansas City International","Endeavor Air Inc.",14015,1270,11.0354330708661
"1229","MCI","Kansas City, MO: Kansas City International","Envoy Air",8202,748,10.9652406417112
"1230","MCI","Kansas City, MO: Kansas City International","Frontier Airlines",2428,320,7.5875
"1231","MCI","Kansas City, MO: Kansas City International","GoJet Airlines LLC d/b/a United Express",278,31,8.96774193548387
"1232","MCI","Kansas City, MO: Kansas City International","Horizon Air",675,116,5.81896551724138
"1233","MCI","Kansas City, MO: Kansas City International","JetBlue Airways",12411,612,20.2794117647059
"1234","MCI","Kansas City, MO: Kansas City International","Mesa Airlines Inc.",26693,1146,23.2923211169284
"1235","MCI","Kansas City, MO: Kansas City International","PSA Airlines Inc.",15252,1054,14.4705882352941
"1236","MCI","Kansas City, MO: Kansas City International","Republic Airline",15487,1776,8.72015765765766
"1237","MCI","Kansas City, MO: Kansas City International","SkyWest Airlines Inc.",15788,851,18.5522914218566
"1238","MCI","Kansas City, MO: Kansas City International","Southwest Airlines",260269,23443,11.1022053491447
"1239","MCI","Kansas City, MO: Kansas City International","Spirit Airlines",29428,1349,21.8146775389177
"1240","MCI","Kansas City, MO: Kansas City International","United Air Lines Network",59673,3711,16.0800323362975
"1241","MCO","Orlando, FL: Orlando International","Alaska Airlines Network",25876,2481,10.4296654574768
"1242","MCO","Orlando, FL: Orlando International","American Airlines Network",354027,18003,19.6648891851358
"1243","MCO","Orlando, FL: Orlando International","Delta Air Lines Network",296472,20760,14.2809248554913
"1244","MCO","Orlando, FL: Orlando International","Frontier Airlines",600792,20172,29.7834622248662
"1245","MCO","Orlando, FL: Orlando International","JetBlue Airways",506505,18132,27.9343150231635
"1246","MCO","Orlando, FL: Orlando International","Southwest Airlines",553971,41954,13.2042475091767
"1247","MCO","Orlando, FL: Orlando International","Spirit Airlines",730551,29615,24.6682762113794
"1248","MCO","Orlando, FL: Orlando International","United Air Lines Network",207145,13255,15.6276876650321
"1249","MCW","Mason City, IA: Mason City Municipal","SkyWest Airlines Inc.",7931,622,12.7508038585209
"1250","MDT","Harrisburg, PA: Harrisburg International","Air Wisconsin Airlines Corp",3243,219,14.8082191780822
"1251","MDT","Harrisburg, PA: Harrisburg International","Allegiant Air",13183,835,15.7880239520958
"1252","MDT","Harrisburg, PA: Harrisburg International","American Airlines Network",16295,716,22.7583798882682
"1253","MDT","Harrisburg, PA: Harrisburg International","Delta Air Lines Network",4025,781,5.15364916773367
"1254","MDT","Harrisburg, PA: Harrisburg International","Endeavor Air Inc.",850,213,3.9906103286385
"1255","MDT","Harrisburg, PA: Harrisburg International","Envoy Air",247,31,7.96774193548387
"1256","MDT","Harrisburg, PA: Harrisburg International","Frontier Airlines",3898,134,29.089552238806
"1257","MDT","Harrisburg, PA: Harrisburg International","GoJet Airlines LLC d/b/a United Express",3211,300,10.7033333333333
"1258","MDT","Harrisburg, PA: Harrisburg International","PSA Airlines Inc.",8042,998,8.05811623246493
"1259","MDT","Harrisburg, PA: Harrisburg International","Piedmont Airlines",28643,2178,13.1510560146924
"1260","MDT","Harrisburg, PA: Harrisburg International","Republic Airline",7478,713,10.4880785413745
"1261","MDT","Harrisburg, PA: Harrisburg International","SkyWest Airlines Inc.",6659,766,8.69321148825065
"1262","MDT","Harrisburg, PA: Harrisburg International","United Air Lines Network",6188,380,16.2842105263158
"1263","MDW","Chicago, IL: Chicago Midway International","Allegiant Air",6864,427,16.0749414519906
"1264","MDW","Chicago, IL: Chicago Midway International","Delta Air Lines Network",16337,1312,12.4519817073171
"1265","MDW","Chicago, IL: Chicago Midway International","Endeavor Air Inc.",6981,543,12.8563535911602
"1266","MDW","Chicago, IL: Chicago Midway International","Frontier Airlines",90179,4245,21.2435806831567
"1267","MDW","Chicago, IL: Chicago Midway International","SkyWest Airlines Inc.",11985,1416,8.46398305084746
"1268","MDW","Chicago, IL: Chicago Midway International","Southwest Airlines",789729,77149,10.2364126560292
"1269","MEI","Meridian, MS: Key Field","SkyWest Airlines Inc.",14285,684,20.8845029239766
"1270","MEM","Memphis, TN: Memphis International","Air Wisconsin Airlines Corp",4372,309,14.1488673139159
"1271","MEM","Memphis, TN: Memphis International","Allegiant Air",11177,703,15.8990042674253
"1272","MEM","Memphis, TN: Memphis International","American Airlines Network",100802,4373,23.0509947404528
"1273","MEM","Memphis, TN: Memphis International","CommuteAir LLC dba CommuteAir",582,30,19.4
"1274","MEM","Memphis, TN: Memphis International","Delta Air Lines Network",49839,4518,11.031208499336
"1275","MEM","Memphis, TN: Memphis International","Endeavor Air Inc.",6693,687,9.74235807860262
"1276","MEM","Memphis, TN: Memphis International","Envoy Air",15344,1468,10.4523160762943
"1277","MEM","Memphis, TN: Memphis International","Frontier Airlines",3279,283,11.5865724381625
"1278","MEM","Memphis, TN: Memphis International","GoJet Airlines LLC d/b/a United Express",622,54,11.5185185185185
"1279","MEM","Memphis, TN: Memphis International","Mesa Airlines Inc.",17698,759,23.3175230566535
"1280","MEM","Memphis, TN: Memphis International","PSA Airlines Inc.",11979,892,13.4293721973094
"1281","MEM","Memphis, TN: Memphis International","Republic Airline",20596,2905,7.08984509466437
"1282","MEM","Memphis, TN: Memphis International","SkyWest Airlines Inc.",15106,1325,11.4007547169811
"1283","MEM","Memphis, TN: Memphis International","Southwest Airlines",43180,3302,13.0769230769231
"1284","MEM","Memphis, TN: Memphis International","Spirit Airlines",18362,897,20.4704570791527
"1285","MEM","Memphis, TN: Memphis International","United Air Lines Network",30852,1742,17.7106773823192
"1286","MFE","Mission/McAllen/Edinburg, TX: McAllen International","Allegiant Air",2295,319,7.19435736677116
"1287","MFE","Mission/McAllen/Edinburg, TX: McAllen International","American Airlines Network",12956,1005,12.8915422885572
"1288","MFE","Mission/McAllen/Edinburg, TX: McAllen International","CommuteAir LLC dba CommuteAir",2015,383,5.26109660574413
"1289","MFE","Mission/McAllen/Edinburg, TX: McAllen International","Envoy Air",350,107,3.27102803738318
"1290","MFE","Mission/McAllen/Edinburg, TX: McAllen International","Mesa Airlines Inc.",14765,598,24.690635451505
"1291","MFE","Mission/McAllen/Edinburg, TX: McAllen International","SkyWest Airlines Inc.",2550,197,12.9441624365482
"1292","MFE","Mission/McAllen/Edinburg, TX: McAllen International","United Air Lines Network",3285,251,13.0876494023904
"1293","MFE","Mission/McAllen/Edinburg, TX: McAllen Miller International","Allegiant Air",2138,196,10.9081632653061
"1294","MFE","Mission/McAllen/Edinburg, TX: McAllen Miller International","American Airlines Network",10102,616,16.3993506493506
"1295","MFE","Mission/McAllen/Edinburg, TX: McAllen Miller International","CommuteAir LLC dba CommuteAir",1768,62,28.5161290322581
"1296","MFE","Mission/McAllen/Edinburg, TX: McAllen Miller International","Mesa Airlines Inc.",10097,421,23.9833729216152
"1297","MFE","Mission/McAllen/Edinburg, TX: McAllen Miller International","SkyWest Airlines Inc.",603,51,11.8235294117647
"1298","MFE","Mission/McAllen/Edinburg, TX: McAllen Miller International","United Air Lines Network",5256,274,19.1824817518248
"1299","MFR","Medford, OR: Rogue Valley International - Medford","Allegiant Air",4906,313,15.6741214057508
"1300","MFR","Medford, OR: Rogue Valley International - Medford","Horizon Air",8749,1712,5.11039719626168
"1301","MFR","Medford, OR: Rogue Valley International - Medford","Mesa Airlines Inc.",106,17,6.23529411764706
"1302","MFR","Medford, OR: Rogue Valley International - Medford","SkyWest Airlines Inc.",25454,3565,7.13997194950912
"1303","MFR","Medford, OR: Rogue Valley International - Medford","United Air Lines Network",13909,831,16.7376654632972
"1304","MGM","Montgomery, AL: Montgomery Regional","Endeavor Air Inc.",9956,720,13.8277777777778
"1305","MGM","Montgomery, AL: Montgomery Regional","Envoy Air",5981,588,10.171768707483
"1306","MGM","Montgomery, AL: Montgomery Regional","Mesa Airlines Inc.",1314,86,15.2790697674419
"1307","MGM","Montgomery, AL: Montgomery Regional","PSA Airlines Inc.",4977,380,13.0973684210526
"1308","MGM","Montgomery, AL: Montgomery Regional","Piedmont Airlines",5832,728,8.01098901098901
"1309","MGM","Montgomery, AL: Montgomery Regional","SkyWest Airlines Inc.",8545,643,13.2892690513219
"1310","MHK","Manhattan/Ft. Riley, KS: Manhattan Regional","Air Wisconsin Airlines Corp",3257,192,16.9635416666667
"1311","MHK","Manhattan/Ft. Riley, KS: Manhattan Regional","Envoy Air",6577,833,7.89555822328932
"1312","MHK","Manhattan/Ft. Riley, KS: Manhattan Regional","SkyWest Airlines Inc.",61,6,10.1666666666667
"1313","MHT","Manchester, NH: Manchester Boston Regional","American Airlines Network",761,50,15.22
"1314","MHT","Manchester, NH: Manchester Boston Regional","Envoy Air",1171,116,10.0948275862069
"1315","MHT","Manchester, NH: Manchester Boston Regional","GoJet Airlines LLC d/b/a United Express",1671,104,16.0673076923077
"1316","MHT","Manchester, NH: Manchester Boston Regional","PSA Airlines Inc.",20838,2013,10.3517138599106
"1317","MHT","Manchester, NH: Manchester Boston Regional","Piedmont Airlines",6843,894,7.65436241610738
"1318","MHT","Manchester, NH: Manchester Boston Regional","Republic Airline",5771,708,8.15112994350283
"1319","MHT","Manchester, NH: Manchester Boston Regional","SkyWest Airlines Inc.",449,22,20.4090909090909
"1320","MHT","Manchester, NH: Manchester Boston Regional","Southwest Airlines",32704,2839,11.5195491370201
"1321","MHT","Manchester, NH: Manchester Boston Regional","Spirit Airlines",9609,525,18.3028571428571
"1322","MIA","Miami, FL: Miami International","Alaska Airlines Network",4596,412,11.1553398058252
"1323","MIA","Miami, FL: Miami International","American Airlines Network",893289,52772,16.9273288865307
"1324","MIA","Miami, FL: Miami International","Delta Air Lines Network",159461,10218,15.6058915639068
"1325","MIA","Miami, FL: Miami International","Endeavor Air Inc.",184,17,10.8235294117647
"1326","MIA","Miami, FL: Miami International","Envoy Air",173867,12952,13.4239499691167
"1327","MIA","Miami, FL: Miami International","Frontier Airlines",94674,3192,29.6597744360902
"1328","MIA","Miami, FL: Miami International","JetBlue Airways",71133,2849,24.967707967708
"1329","MIA","Miami, FL: Miami International","Republic Airline",4455,583,7.64150943396226
"1330","MIA","Miami, FL: Miami International","Southwest Airlines",89382,6331,14.1181487916601
"1331","MIA","Miami, FL: Miami International","Spirit Airlines",169000,7402,22.8316671169954
"1332","MIA","Miami, FL: Miami International","United Air Lines Network",93426,5803,16.0996036532828
"1333","MKE","Milwaukee, WI: General Mitchell International","Air Wisconsin Airlines Corp",35553,1621,21.9327575570635
"1334","MKE","Milwaukee, WI: General Mitchell International","Alaska Airlines Network",2578,386,6.67875647668394
"1335","MKE","Milwaukee, WI: General Mitchell International","American Airlines Network",49143,2370,20.7354430379747
"1336","MKE","Milwaukee, WI: General Mitchell International","Delta Air Lines Network",45076,4413,10.2143666440063
"1337","MKE","Milwaukee, WI: General Mitchell International","Endeavor Air Inc.",8816,929,9.48977395048439
"1338","MKE","Milwaukee, WI: General Mitchell International","Envoy Air",1238,126,9.82539682539683
"1339","MKE","Milwaukee, WI: General Mitchell International","Frontier Airlines",13615,692,19.6748554913295
"1340","MKE","Milwaukee, WI: General Mitchell International","JetBlue Airways",12530,729,17.1879286694102
"1341","MKE","Milwaukee, WI: General Mitchell International","Mesa Airlines Inc.",2327,151,15.4105960264901
"1342","MKE","Milwaukee, WI: General Mitchell International","PSA Airlines Inc.",6251,546,11.4487179487179
"1343","MKE","Milwaukee, WI: General Mitchell International","Piedmont Airlines",1953,260,7.51153846153846
"1344","MKE","Milwaukee, WI: General Mitchell International","Republic Airline",10085,1409,7.15755855216466
"1345","MKE","Milwaukee, WI: General Mitchell International","SkyWest Airlines Inc.",66305,4116,16.1090864917396
"1346","MKE","Milwaukee, WI: General Mitchell International","Southwest Airlines",114833,8868,12.9491429860171
"1347","MKE","Milwaukee, WI: General Mitchell International","Spirit Airlines",18086,805,22.4670807453416
"1348","MKE","Milwaukee, WI: General Mitchell International","United Air Lines Network",11874,785,15.1261146496815
"1349","MLB","Melbourne, FL: Melbourne Orlando International","Allegiant Air",1787,183,9.76502732240437
"1350","MLB","Melbourne, FL: Melbourne Orlando International","Delta Air Lines Network",12032,1415,8.50318021201413
"1351","MLB","Melbourne, FL: Melbourne Orlando International","PSA Airlines Inc.",11660,1100,10.6
"1352","MLI","Moline, IL: Quad Cities International","Air Wisconsin Airlines Corp",16812,790,21.2810126582278
"1353","MLI","Moline, IL: Quad Cities International","Allegiant Air",4898,424,11.5518867924528
"1354","MLI","Moline, IL: Quad Cities International","Endeavor Air Inc.",3937,418,9.41866028708134
"1355","MLI","Moline, IL: Quad Cities International","Envoy Air",5278,760,6.94473684210526
"1356","MLI","Moline, IL: Quad Cities International","GoJet Airlines LLC d/b/a United Express",1016,127,8
"1357","MLI","Moline, IL: Quad Cities International","Mesa Airlines Inc.",928,50,18.56
"1358","MLI","Moline, IL: Quad Cities International","PSA Airlines Inc.",1584,22,72
"1359","MLI","Moline, IL: Quad Cities International","Republic Airline",169,23,7.34782608695652
"1360","MLI","Moline, IL: Quad Cities International","SkyWest Airlines Inc.",28823,1594,18.0821831869511
"1361","MLU","Monroe, LA: Monroe Regional","Endeavor Air Inc.",5064,738,6.86178861788618
"1362","MLU","Monroe, LA: Monroe Regional","Envoy Air",3674,554,6.63176895306859
"1363","MLU","Monroe, LA: Monroe Regional","SkyWest Airlines Inc.",4698,521,9.0172744721689
"1364","MOB","Mobile, AL: Mobile Regional","CommuteAir LLC dba CommuteAir",3989,481,8.29313929313929
"1365","MOB","Mobile, AL: Mobile Regional","Delta Air Lines Network",3435,370,9.28378378378378
"1366","MOB","Mobile, AL: Mobile Regional","Endeavor Air Inc.",2554,603,4.23548922056385
"1367","MOB","Mobile, AL: Mobile Regional","Envoy Air",7932,941,8.42933049946865
"1368","MOB","Mobile, AL: Mobile Regional","Mesa Airlines Inc.",14131,433,32.635103926097
"1369","MOB","Mobile, AL: Mobile Regional","PSA Airlines Inc.",741,73,10.1506849315068
"1370","MOB","Mobile, AL: Mobile Regional","Piedmont Airlines",9130,1068,8.54868913857678
"1371","MOB","Mobile, AL: Mobile Regional","SkyWest Airlines Inc.",9135,570,16.0263157894737
"1372","MOT","Minot, ND: Minot International","Allegiant Air",1451,201,7.21890547263682
"1373","MOT","Minot, ND: Minot International","CommuteAir LLC dba CommuteAir",6106,243,25.1275720164609
"1374","MOT","Minot, ND: Minot International","Endeavor Air Inc.",57,8,7.125
"1375","MOT","Minot, ND: Minot International","SkyWest Airlines Inc.",19959,1817,10.9845899834893
"1376","MQT","Marquette, MI: Marquette Sawyer Regional","Air Wisconsin Airlines Corp",3830,233,16.4377682403433
"1377","MQT","Marquette, MI: Marquette Sawyer Regional","Endeavor Air Inc.",2455,210,11.6904761904762
"1378","MQT","Marquette, MI: Marquette Sawyer Regional","Envoy Air",2706,112,24.1607142857143
"1379","MQT","Marquette, MI: Marquette Sawyer Regional","SkyWest Airlines Inc.",79,4,19.75
"1380","MQT","Marquette, MI: Sawyer International","Air Wisconsin Airlines Corp",1258,52,24.1923076923077
"1381","MQT","Marquette, MI: Sawyer International","Endeavor Air Inc.",915,127,7.20472440944882
"1382","MQT","Marquette, MI: Sawyer International","Envoy Air",2272,135,16.8296296296296
"1383","MQT","Marquette, MI: Sawyer International","SkyWest Airlines Inc.",0,24,0
"1384","MRY","Monterey, CA: Monterey Regional","Allegiant Air",2871,105,27.3428571428571
"1385","MRY","Monterey, CA: Monterey Regional","American Airlines Network",18554,664,27.9427710843373
"1386","MRY","Monterey, CA: Monterey Regional","Envoy Air",1739,184,9.45108695652174
"1387","MRY","Monterey, CA: Monterey Regional","Horizon Air",247,100,2.47
"1388","MRY","Monterey, CA: Monterey Regional","Mesa Airlines Inc.",162,9,18
"1389","MRY","Monterey, CA: Monterey Regional","SkyWest Airlines Inc.",29289,3009,9.73379860418744
"1390","MSN","Madison, WI: Dane County Regional-Truax Field","Air Wisconsin Airlines Corp",13200,829,15.9227985524729
"1391","MSN","Madison, WI: Dane County Regional-Truax Field","American Airlines Network",47142,2085,22.610071942446
"1392","MSN","Madison, WI: Dane County Regional-Truax Field","Delta Air Lines Network",14187,1913,7.41610036591741
"1393","MSN","Madison, WI: Dane County Regional-Truax Field","Endeavor Air Inc.",3315,539,6.15027829313544
"1394","MSN","Madison, WI: Dane County Regional-Truax Field","Envoy Air",2685,290,9.25862068965517
"1395","MSN","Madison, WI: Dane County Regional-Truax Field","Frontier Airlines",3393,272,12.4742647058824
